ID      Score
    2364    5.49
    1676   74.43
    1571   79.86
    4431   38.06
    3762    7.01
    2391   23.52
    4199   90.08
    3900    18.1
    1171   57.63
    4593   13.59
    8726   89.62
    3581   19.16
    4378   76.98
    1941   54.15
    8892   14.64
    9098   62.66
    3700   11.63
    3018   31.51
    5830   81.18
     867    44.6
    2192   37.78
    2477    49.2
    1256   25.67
    2247   51.14
    9727   12.16
    1924   31.66
    3639   13.97
    4440    8.23
    5636    84.4
    4507    48.7
    7637   72.45
    1078   78.64
    9217   82.15
    2816    8.42
    7469   46.86
    8607   57.19
    8150    3.71
    4791   33.43
    1862   18.32
     798   11.15
      50   18.74
    1906   87.54
     283   42.92
    5560   45.42
    2764   73.63
    2462   86.36
      90   78.93
    4338   70.07
    9329   12.79
     554   61.28
    1741    2.23
    4805   75.54
    9737   86.98
    1646   61.27
     851   73.91
    7639    5.84
     808   22.24
    6302   26.49
    9634   95.76
     954   48.68
    2649   89.07
     538   96.16
    7571   72.01
    1495   77.45
    3601   96.29
     993   67.19
    4301   99.74
    2065   61.59
    9906    68.2
    6072   81.69
    4866    5.14
    9713    4.09
    4726    66.6
    9686   40.46
    6341   37.14
    3546   59.97
    8551   59.62
    4933   63.86
    5003   49.17
    1194    70.4
    9712    6.59
    9089   18.38
     608   19.54
    7604   63.72
    7339   82.66
     943   13.53
     587   53.74
     181   35.39
    4071   35.88
     433   70.91
    2224   73.48
      33   84.18
    2918   88.77
    8826   38.93
     491   86.87
    7091   71.05
    8601   51.39
    8239   28.45
    3842   38.04
    3912    7.66
    7205   39.44
    7704   39.54
    7593   31.39
    6584   72.93
    3798   78.31
    6507    6.49
    8325   14.68
    5548   45.11
    6493    89.2
    6882   48.51
    5642   80.52
    9582   15.84
    3495    41.4
    3429   24.15
    4524   49.01
     766   60.71
    7937   85.53
     873    62.4
    2157   66.55
    7959   12.89
     589   68.98
    2837   39.24
    1083   78.09
    8013    33.7
    9481   13.13
    1296   31.47
    6900   32.67
    9790   76.39
    8155   55.01
    4110   78.31
     709   77.66
    6691   22.75
    8205    31.2
     625   68.94
    8361   15.14
    3709   66.86
    9692   27.63
    5250   75.31
    3695   31.46
    5103     7.4
    2576    25.8
    7293   13.08
    7684   85.13
    8522   36.75
    3943   38.51
     940   93.78
    5171   53.07
    9927   95.17
    4353   53.23
    4927   80.89
    3317   95.19
    2415   99.24
    8145   28.55
    3922    49.2
    6898   46.42
      98   13.39
     590   75.67
    5026   67.61
     242   67.13
    7495   13.37
    9103   33.14
    7868   93.19
    1971   63.06
    9465   84.64
    3461   89.65
    9933   32.36
    1312   91.08
    5400   75.07
    7189   98.95
    3365    80.9
    6273    84.1
    1539   13.61
    8003   58.29
    1326    32.8
    5365   10.62
     699   26.05
    6683   11.37
    4188    71.7
    2412   57.18
    6434   61.74
    9035   45.56
    3687    82.3
    9767   52.84
    2611   18.15
    7182   81.54
    1046   11.03
    2659   78.46
     515   67.82
    8355   59.63
    5810    5.38
    7807   67.59
     194   59.57
    8591   23.65
    7688   20.44
    8717   11.92
    6355   80.46
    9759   35.97
    5966   90.23
    4820   38.44
    3901    3.28
    2844   52.94
    7564    6.68
    4674   61.18
    1229    8.73
     945   11.53
    3857   70.23
    4430   65.81
     127   17.75
    8993   41.48
    3215   67.52
    5165    58.7
    9528   59.56
    9643   11.83
    7027   93.06
    3563    7.09
    4893      87
    5650    71.7
    4049   82.55
    2676   39.43
     339   24.41
    4411   16.32
    8646   55.93
    3421   71.74
    6630   69.54
    7342   95.51
    2404   11.43
    5233   57.24
    9683   23.97
    4351   37.36
    9022   48.17
    6280   52.65
     140    9.33
    9639   91.48
    2731    88.3
    3021   91.58
    7184   15.68
    3129   16.84
    1944   61.72
    3588   63.11
    7424   85.66
    1087   41.52
    1373   10.67
     881   44.94
    6767   44.58
    4251   23.83
    1786   69.37
    4532   77.94
    7101    5.37
    2615   22.06
     987    25.5
    4494   20.42
    9818   79.13
    3329   43.03
     780     6.1
    6117    65.5
     537     7.2
     624       1
    8269   46.14
    4316    3.47
    9025   25.26
    7599   63.05
    6296   36.97
    4796   14.45
    2922    0.59
    4626   22.53
    6268   79.62
    3183   34.74
    3807   11.06
    5672   28.64
    1810   43.73
    8069   24.75
    7479   13.74
    9138   61.31
    1960   52.48
    2765   16.29
    8793   93.84
    4982   60.47
    7188   42.11
    9594   69.48
    8763    1.49
    5924   77.69
    6990    7.16
    8758   38.63
    6409   72.05
    7885   65.08
    2583    0.35
    6666   22.66
    6379   11.24
     572   48.88
    5347   78.61
    3826   39.55
      58   68.59
    1857   95.08
     375   25.19
    5242   40.36
    6056   12.61
    1987   29.43
    3313   73.41
    5393    21.4
     245      57
    9252    10.4
    6958   42.74
    4874   96.43
    3071   99.65
    5885   98.18
    1322   63.65
    5838    6.34
    7279   93.05
    4792   65.03
    7833   31.71
    1445   50.23
    5860    7.36
    8891   16.36
    8843   26.85
    6480   11.07
    2432   33.94
    3530   30.94
    1448   88.13
    4545   21.19
     928    25.7
    8703    2.82
    4744   46.14
    1410   78.62
    6234   33.82
    7317    97.9
    4307    9.52
    4255   40.78
    9939   78.01
    8628    4.57
    2809   67.17
     257   36.63
    5264    1.47
    1466   44.29
    5988   43.95
    5776   29.98
    8169   47.97
    2767    7.19
    2385   94.04
    6396     9.6
    5732      54
    3261   77.78
    7741    5.64
    4031   51.22
    3058   18.98
    7566   18.22
    5239   88.77
    6617   75.15
    4583   56.15
    8587    63.8
    9570   59.77
    7528   69.92
    3869   34.59
    8632   12.52
    7961    2.76
    7406   62.96
    5578   65.29
    6120    4.19
    6101    5.84
    2672   51.48
    3184   42.36
    9510    28.5
     925   54.37
    8126   85.91
     762   54.42
    2557   39.91
    7731   47.99
    8244   47.83
    7197   69.66
    2296   34.49
    8156   47.28
    2715   38.09
    2778   64.32
    2656   95.01
    2982     1.2
    7625    8.14
    6048    4.38
    3226   80.32
    8403   88.57
    8698   15.87
    8740   30.04
    3025   77.87
    1246   47.01
    3223   55.51
    4984    1.03
    7415   92.26
    4932   28.09
    6089   98.95
    1125    8.36
    3615   55.18
    7968   43.07
     567   44.45
    3919   95.75
    6953   73.45
    9646   17.02
    9476   26.59
    9174   41.32
    2983   56.13
    2308   57.52
    6664   73.11
    3812   45.55
    3158   39.13
    5123   27.51
    6902   37.36
    2839   62.32
      15   86.51
    2537   35.56
    9135   43.75
     148    19.1
    2669   64.61
    4133   87.19
    9401   27.03
    5145    29.3
    2891   86.11
    3290   51.66
    2997   51.64
    9995      97
    8964   24.08
    1576   14.11
    7674    2.06
     438   79.72
    3308    38.4
    1339   98.99
    8018   15.19
    9803   63.62
    1343   87.27
    9513   60.38
     603   83.37
    4819   82.59
    2800   46.67
     732   83.66
    1307    93.4
    5874   97.65
    2268   67.34
    8329   26.73
    6069   42.86
    7714    42.5
    8085      17
    9337   96.17
     250   18.34
    7502    61.1
    6864   89.62
    5241   34.64
    3272   97.77
     108   17.07
    1703    75.7
    1370   48.77
    5184   43.25
    5595   96.45
      81   18.09
    6595   31.37
    4394   92.25
    8422   68.74
    3604    12.2
    9202   69.37
    7448   25.58
    6568   87.16
    5598   12.58
    5298    9.03
      22   32.52
    4498      44
    5886   58.14
     667   81.96
    5951   71.82
    4505   17.08
     169   89.97
    8132   81.65
    5064   13.89
    7462   40.54
    3640    7.03
     961   53.93
     183   39.31
    2612   26.09
    3403   24.87
     639   29.57
    7397   43.49
    8836   88.59
    3850   91.44
    5261   60.62
    1717   99.55
    2859   63.24
    1624    4.73
    1193   35.72
    1882   43.69
    8344    4.53
    3420   31.23
    5657   13.96
    2356   24.59
    7858    4.87
    7936   57.96
    3835   94.33
    6103   48.64
    2730   46.97
    5322   58.38
    5616   39.44
    6972    31.8
    4980   20.44
    5072   46.75
    9277   50.95
    7618   39.55
    5997   56.41
    1522   14.41
    5641   86.38
    9443    0.96
    1432   53.18
     115   62.02
    4508   96.55
    4299   66.28
    2332   71.42
    6610   95.82
    6991   97.12
     510   94.73
     293   57.91
    4822   25.39
    1656   72.78
    4210    4.44
    1280   25.25
    4539   49.81
    3489   44.68
    5544    8.41
    4785    7.87
    4279   55.44
     981    9.38
    8977   39.31
    2501   64.01
    1659    46.4
    2214   57.76
    8671   92.05
    2488   32.33
    7252   91.97
    3081   52.25
    3314   11.23
     326   40.18
    5008   20.48
    9756    59.3
     346    7.88
    4373   73.01
    8014   61.82
    3219   44.77
    4883   27.32
    8615   49.01
    4501   15.65
    8270    45.5
    6918   24.32
    4447    6.96
    7259   69.48
    3914    43.6
    7670   38.52
    2368   82.26
    1566    20.4
     425   36.68
    9471    3.04
    6150   61.55
    7895    0.83
    1082   17.98
     402    9.22
    6701    3.72
    2907   63.42
    8846   28.38
     775   13.58
    2754   59.09
    5975    2.92
    1929    3.13
     942   41.83
    3625    35.2
    4990   35.58
    2952   88.28
    6420   78.68
    3708    52.8
    9458   56.88
    8441   72.19
      74   80.92
    1422   68.68
    7149   46.25
    6503   33.66
    3447   90.76
    5833   55.24
    6924   75.19
    4348   20.33
    8406   93.21
    5115   39.43
    8151    5.29
    2885   77.62
    9550   93.38
    7011   28.33
    7582   33.15
     570   10.18
    8595   95.93
    9358    53.9
      76   88.23
    1657   26.76
    2310   18.74
    4048   26.69
    7527   39.95
    4858   97.91
    5639   86.59
    9607   33.97
    6787   72.89
    7307   35.45
    4476   53.05
     230   24.05
    9731   97.86
    1856   62.26
    7172   45.41
    7732   74.76
    6867   93.18
    1026   34.18
    5271   14.39
    2328   99.64
    1330   82.36
    8503    7.78
    2566   25.06
    3141   22.96
    3197    94.8
    4284   67.62
    4482   12.76
    9703   91.15
    4305    63.6
    2365   83.94
    6198    9.87
    5528    3.03
    5144   92.15
     877   26.78
    9389   71.37
    7273   90.86
    4904   62.61
    3969   97.19
    6105   61.79
    3957       6
    2691   28.57
    6569    32.1
    5189   83.12
     482   38.64
    9233   27.16
    5677   86.05
    5913   42.93
    6929   75.98
    4384    83.5
    2568   80.17
    8243   77.83
    1531   54.09
    1153   60.52
    3185   45.85
    1746   38.44
    4286    38.4
    6531   71.05
    7418   85.63
    1013   77.65
    1598   56.54
    7660   56.52
    3630   21.13
    8012   35.41
    1883    3.96
    4051   59.02
    5829   27.44
    8764   24.36
    6506   20.58
     407   20.13
    4575   21.81
    2784   82.58
    1832   16.52
     285    3.09
     406   19.34
    2947   28.86
    7421   42.43
    7515    0.53
    5155    79.7
    7194   57.53
    1993   63.32
    3631   60.56
    7133   54.99
    6046   60.55
    9128   38.41
    7336    56.6
    4606   85.63
    6890   73.34
    5212    1.92
    4869   53.72
    8644   40.44
     196   37.56
    8989   16.18
    4793   60.85
     147    90.3
    6689   15.81
    8428    22.1
    3599   55.06
    2110   27.94
    7186    27.7
    5374   73.76
    7746    9.49
     281    75.4
    8976   35.91
    3085   84.95
    1930   30.21
    1591   31.56
    5670      81
    3747   99.78
    9730   73.58
    8028   50.05
    8165   60.04
    7147   59.35
    4787   47.62
    5391   99.23
     453   86.83
    7992   62.29
    6214   41.03
    2441   84.37
    4091   12.12
    7137    97.1
    2696   38.05
    3451   26.23
     831   28.94
    6468   67.12
    1769   33.17
    8170   35.75
    2317   86.08
    2991   16.06
    5361   46.44
    1597   52.96
    8746   38.27
    3675   22.04
    3097   28.54
    7790   39.97
     826   61.54
    8783   97.52
    5987   55.48
    5161   90.65
    7559    3.49
    2319   41.49
    1402   29.11
    5524    9.99
    9876   57.97
    5468   22.24
    8986   26.69
     204   43.27
    2932   20.29
    6319   66.17
    3106   77.94
    9438    2.07
    4399   62.44
    3647   78.84
    1240   28.75
    9117   50.99
    8073   72.73
    6762   54.24
    5488   26.15
    9744   44.36
    1956   32.62
     647   81.46
    5266   84.39
    3858    11.7
    9699    9.36
    5954   45.71
    9565   28.08
    8714   11.83
    5486    82.9
    4090   99.79
    7641      70
    5873   34.53
    5836   74.95
    7597   67.46
    9142   62.14
    1379   96.95
    5638    4.15
    6564   49.33
    9364   85.05
    7976      41
    5892    99.5
    1855   46.03
    6824   24.89
    5315    94.3
    8564   16.18
    4002   49.41
    1655   70.07
    7737   96.73
     160   97.79
    9851   55.48
    4612    9.65
    4234   75.03
    7755   95.06
    2466    16.5
    4865    71.3
     836   13.53
    3673   93.11
    4018   76.56
     416   55.94
    7600    14.2
    2383   52.15
    6205   70.32
    5470    9.58
    2411   98.45
    2403   74.93
    7238   71.66
    8967   84.39
    7472   78.42
    6036   82.12
    3470   42.54
    3252   85.51
    1745   75.61
    3116   45.02
    2480   18.35
    8317   40.46
    7675   86.18
    1666   69.18
    1212   30.66
     994   95.51
    6037   95.42
    9697   54.29
    4516   35.76
    6388    6.02
    3394   33.23
    3839    10.3
    2950   22.22
    5817   80.19
    7664    2.51
    9136   75.64
    8831   41.49
    7487   57.38
    6407   65.53
    9546   97.42
    5740   50.11
    4099    9.34
    4846   66.44
    4217   59.22
    2666   40.71
    2226    17.2
    9784   59.75
    6516   20.97
    5240    36.2
    1521   64.85
    8624    5.34
    1600   99.69
    1435   61.65
    8788    68.6
    8469   53.73
    3084   17.19
    7736    0.19
    3722   41.92
    5256    71.1
    7877   46.86
    4862   62.61
    4097   35.64
    2160   64.89
    3853    8.23
    1202   96.05
    6147     3.2
     101   35.72
    3670    4.56
    7886   93.92
    4408   42.95
    2685   48.84
    9184   68.99
    2833    65.1
    8685   87.34
    7341   74.55
    3721   12.34
    3946   69.79
    4788   31.87
    1351   83.15
    1104   81.35
    1950   22.04
     463    33.2
    1887   41.09
    3309   23.42
    6366    9.59
    8398   76.68
    8535   24.48
    9411   28.02
    4001   34.87
    7328   73.12
    6414   18.05
    4930   80.17
    2503   56.52
    3390   90.44
    9239   75.04
    1463   16.48
    9706   45.76
    6216   74.43
    2276   98.42
    4257   45.65
    1568   64.79
    6889   61.81
    8063   73.32
    5030   63.75
    6945   36.63
    6901   77.57
    5944    4.89
     476   98.54
    1107    9.93
    7683   98.31
    1005   53.38
     445   84.05
    7228   23.06
    7594   35.25
    1614   87.78
     838   53.74
    8476   39.63
    1368   81.92
    7598   56.51
    5906   29.47
    1767   98.57
    1386   45.99
    2759   17.39
    6415    4.49
    3674   40.87
    5497   55.11
    9391   98.21
    1698     5.4
     350   65.67
    4912   13.94
      32   39.63
    6822   56.08
    6843   66.66
    6845   11.57
    8254    7.95
    5168   59.35
    4777   57.45
    1176   67.66
    1335   74.58
    3303   27.43
    6548   51.57
    2026    3.14
    8512   42.11
     784   41.05
    7080   36.22
    6606    4.46
     321   47.63
    5471   29.59
    5664   41.55
    6749   34.19
    1431   42.21
    6971    2.24
    1761   23.19
    3440   95.41
    3164   45.87
    7411    65.9
     417   85.47
     499   30.22
    8812   80.93
    3821   77.99
    6563   98.77
    4592   17.21
    5839   37.92
    1412    18.4
    8919   69.68
     848   42.02
     136   19.09
    9271   98.83
    4703    3.35
    6763   17.88
    6789   98.47
    1876   69.85
    5878   97.17
    9315    9.73
     401   78.39
    9122   13.19
    6672   49.99
    4355   14.09
    6740   83.11
    9514   99.86
    3463   93.94
    2081    3.69
    6116   96.19
    6801   92.25
     583   91.59
     153   45.17
    5979   84.35
    7082   63.18
     222   17.89
    4297   73.05
    2285      36
    5166   79.27
    4203   39.62
    2741   74.17
    6553   84.01
    9531   73.76
    1791   15.71
     614   79.34
    4114   93.64
    3305   40.22
    9228   11.22
    2845   90.64
    9718    0.76
    4481   83.97
    3488   12.46
    1984   67.39
     744   68.34
    1653   45.26
    3662    3.83
    2238   41.51
    8845   53.56
    8673   48.86
    4033   19.48
    2408   49.58
    3416    39.3
    1757   81.51
    8776    9.67
    4515     2.7
      71   38.61
    6086   71.35
    7263    33.7
    6111   87.36
    5735   87.46
    1407   74.28
    9439   68.92
    3937   16.15
    5221   47.09
    3218   84.05
    7214    1.35
    5665   20.97
    5094   58.15
    1662   28.73
    6146   49.54
    2695     5.8
     604   58.78
    9297    9.02
     268   92.81
    6690    11.9
    2008   45.62
    2155   91.63
    9050   95.14
    8321   23.05
    4867   59.05
    7518   14.67
    9596   45.77
    2161   87.47
    5047   85.18
    7796   71.01
    5011   97.17
    3200    1.76
     266   54.58
    9691   55.15
    5704   19.51
    5552   53.26
    1215   94.29
    1308   26.42
    6446   27.38
    1282   74.62
    4302   65.55
    8081   77.25
    4275     2.7
    1755   55.77
    3468   44.49
       8    11.6
     611    39.1
    7706   18.08
    2134   90.86
    6910   59.38
    6417   60.05
    2430   44.68
    8348     1.9
     215   38.48
    6209   38.34
    8997   58.46
    9276   95.68
    6954   10.34
    7627   75.14
    7482   45.79
    9352   50.73
    3117    28.2
    1913   78.87
    3765   74.98
    8280    8.91
    6482   37.36
    9936   75.79
    8570   39.07
    1650    49.2
    9858   92.01
    9240    3.32
    7193   50.93
    1661   18.96
    6194   73.98
    5749    2.25
    5364     2.8
    6208   97.63
    9664    5.18
    3511   89.13
    2126   85.78
    2780   77.92
    6515   99.16
    1266   24.76
    8411    7.35
    2019   22.35
    5377   42.31
    9707   67.06
    1793   95.15
    7517   16.73
    5153    9.45
    9169   13.35
    3894   52.69
    3452   23.46
     843   73.37
    5280   16.78
    2009   34.63
    8684   69.39
    6201   99.73
    6173   81.06
     252   93.95
    4459   90.78
    7506   52.12
    5969   88.91
    8446    2.91
    2198   29.16
    4798   99.62
     240   94.27
    8358   27.55
    1738   79.38
    5326   17.65
    6385   87.76
    2172   11.44
    4540   85.77
     713   90.32
    9291    8.37
    7856   21.05
    8158   19.58
    9795    69.7
    8473    20.4
    7702   11.57
    1983   74.24
    8093    19.1
    1919   86.19
    3884   28.13
    8890   38.85
    2088    95.5
    8588   53.05
    6113   45.12
    2813    7.03
    9509   62.86
    2928   45.09
    7275   33.95
    4758   37.27
    7665   10.15
    4706   79.45
    1291   27.85
    4323   13.31
    8432    1.18
    9830    2.51
    2563    25.7
    2874   70.95
    5727   59.06
      13   88.72
     823    9.15
    1481   66.91
    9363    92.8
    3086    59.1
     431    9.69
    6151   97.84
    2267    10.9
    9878   77.46
    2678   70.59
    6875   24.14
    2050   50.44
    4129   24.76
    9882   32.69
     205   50.64
     356   67.25
    9427   80.13
    5777   15.42
    8969    29.9
    2358      52
    4678   36.73
    9454   84.28
    9345      19
    4850   48.92
    4713   50.72
    8790   94.43
    5201    9.23
     979   43.04
    1316   59.88
    9111   39.85
    4037    6.62
     328    1.38
     985    5.73
    8562   74.61
    7511   81.93
     882   80.42
     800   94.62
    3714    7.96
      30   41.81
    9009    36.4
    8641   90.55
    1785   16.38
    9964   69.56
    2600   55.75
    7500   76.75
    4118    3.21
    9356   94.94
    6172   69.46
    9486   56.14
    2405   34.83
    6994    5.29
      16   25.02
    5215   26.71
    1189   38.08
    8980   47.82
    6383   14.03
    7196   45.17
    7680   60.08
    5942    5.48
    9883   61.52
    4441   18.65
    5232   82.23
    9902   19.24
     911   86.45
    4574    81.1
    7532   82.19
    8274   98.33
    1540   65.29
    4894   66.11
    3543   70.29
    5581   71.85
    8206    6.16
    7898   32.88
    1811    3.74
    9943   41.13
    1383   39.34
     320    81.5
    9349    2.14
     343   89.89
     509   76.88
    6488   74.66
    4034   93.24
    3121   88.14
     680    6.23
    6398   34.78
    6068     8.2
    2112   22.67
    7656   96.87
    6331   93.21
    7221   18.27
    4968    7.59
    8953    32.6
    9372   86.37
    6315   89.63
    1928   68.95
    7198    10.3
    6578   61.96
    6625   27.01
    5288   98.34
    2810   29.46
    8927   83.74
    4194   56.98
    5302   18.52
    4324    77.7
    7955   43.71
    9354   48.17
    1314   41.46
    1690   96.21
    6179   18.97
    4311   30.93
     544     5.3
    4823   51.86
     884   89.73
    2087   39.07
     364   60.54
    8517    25.4
    3432   15.92
    3836   26.22
    7946   48.87
    7382    76.6
    9209   15.05
    4021   56.37
    7212   82.91
    3062   60.32
    5134   62.26
    2975   57.07
    7567   25.43
    1042    89.4
    4812     6.7
    2920   74.74
    9733   78.98
    9945   54.32
    6011   12.63
    7289   46.76
    7510    70.7
    8171   10.54
     665   74.07
    8810   54.01
    2931   24.62
    4400   62.92
    4566   78.93
    2995   30.36
    3362   88.68
    8381   50.25
    8900   89.54
    8474   73.13
    8387   59.18
    8049   44.79
     159   78.22
    8966   67.93
    9213   93.27
    3275   79.94
    1899   98.78
    7651   41.97
    7635   45.64
     517   92.24
    1259   80.07
    5481   51.82
    3423   36.56
    2492   97.35
    3676   35.58
    4237   56.21
    8015   14.42
    2254   18.36
    6583   37.04
    9736   64.22
    8917   37.82
    2115    4.72
    9958   91.38
    3515   84.25
    1573   64.48
    7546   54.15
    3289   85.22
    6370   21.26
    5793   24.66
    2428   25.74
    2001    6.66
    2287   63.86
    2912    7.92
    7918   12.73
    8405   28.09
    1720   97.65
    8803   11.49
    1099   24.78
    1458   10.95
    8879       7
    4486   18.55
     451    2.76
    2783    1.28
    1160   46.98
    3372   32.11
    3443   12.89
    8781   94.73
    8221   48.27
    8080   22.36
    7980   89.84
    7114   67.97
    6444   72.83
    6021   19.13
    7501   84.61
    8662   10.61
    4006   15.55
    4136   60.23
     697   60.59
    6182     5.4
     524   28.12
    3760    9.86
    2622   52.61
    6904    0.19
    5611   40.96
    8888   17.79
     437    9.11
    1564   28.04
    1047    38.4
    6551   62.85
    9101    31.6
    3457   27.16
    1192   53.41
    4216   83.78
    7686   22.49
    3809   83.66
    5613   18.83
    4417    5.75
    6368   25.07
    4915    72.5
    3143   19.94
    4635   28.16
    9971   65.07
    7233   80.71
    8809     4.2
      36   11.71
    2531   66.99
    2786   93.08
     804   80.32
    3697   95.78
    2635   70.49
    6285   66.22
    9772   78.18
    5395    26.1
    7987    3.47
    6779   73.57
    1301    50.5
    9412   50.32
     892   42.08
    6318   46.17
    7678   84.65
    7322   73.06
    6836   45.03
    2397    93.2
    9865   52.73
     584   79.45
    9534   72.05
    4285   31.99
     151    90.6
    3605   11.05
    2679   92.61
    3917   18.62
     290   52.65
    6592   26.49
    5333   93.51
    2699   31.29
     717   62.03
    4643    3.01
    8096   50.07
    6082   79.24
    2877   75.64
    5761   62.34
    8637    5.12
    6920   21.72
    6932   39.47
    2897   21.44
    6136   11.03
    3059    19.2
    8992   15.79
    8090   10.78
    8616   62.03
    7534   74.13
    4600   59.68
    3130   41.15
    4611   73.14
    5098    8.52
    5101    29.3
    8878   39.11
    6157   59.13
    4960   99.44
    4249   93.04
    2745   81.48
    7039   14.96
    6020   88.22
    9377   92.03
    1865   49.87
    1121   86.27
    6786   71.69
    6922   64.12
    5506   35.59
    8332   25.94
    8837   94.38
    9974   31.24
