ID      Score
   38239   60.05
   44632   97.53
   24983   83.17
   47616    2.62
   29360    4.91
   98124   10.69
   32232   74.64
   29205   24.62
   96044    47.4
   25624   69.05
   72388   78.72
   34825    8.14
   61127   73.68
   32984   48.68
   50083   68.13
   87884      73
   75138   69.73
   71271   13.24
   16485   35.82
    8230   72.63
   39087   66.63
   51548   37.64
   63869   66.59
   92937   48.51
   44182   15.23
   20406   40.61
   49740   70.84
   12909    55.7
   91570    5.39
   55369   84.19
   37872   79.09
   54670   49.46
   13025   38.59
    1780   82.75
   46436   73.84
   63264   11.27
   93034   54.02
    3886   51.79
   63830   84.81
   14390   66.75
   68781   29.88
   14549    5.41
   25606    41.9
   46481   95.17
   89527   74.77
   35046   11.34
   70974   77.11
   22194    2.26
   43979   29.65
   92863   12.06
   72458   59.82
   30887   82.73
   85516   13.14
   36293   96.94
   69697   30.82
   83065   37.52
   58956   19.31
    8208   82.91
    1749   88.27
   50078     6.8
   63966   85.08
   18907   26.71
   62573   91.71
   47002   84.89
   96962     6.9
   10977   70.67
   24872    1.75
   42569   17.46
   31568   64.52
   94419   31.22
   80935   65.53
   81051   50.83
    7539   71.85
   11954   91.36
    3275   40.22
    8314   65.83
   82718   27.05
   89175    62.9
   34681   89.96
    4173   47.82
   10381    93.2
   70092   56.86
   38919    7.02
   28474   87.43
   80720    0.65
   43266   91.57
    7197   82.67
   26320   77.62
   28784   28.37
   92489   72.41
   13151    4.39
   30533   68.03
   78568    4.66
   49488    0.68
   27817   78.82
   29388   57.95
   12543     6.3
   51509   43.75
   63427   76.01
   95833   65.87
   47532   94.26
   82120   61.37
   34526   49.27
     464   90.71
   65155    5.85
   84810   93.72
   49451    7.19
   91471   90.07
   71548   21.36
   35705   44.64
    4457   49.01
   83172   64.63
   88873   70.12
   32479    8.65
   22409   84.31
   47408   75.46
   85805   45.88
   36775   56.11
   52334   16.91
   42655   98.09
   55212   55.81
   17627   32.14
   93294    98.3
   32308   47.14
   75365   76.07
   79861   36.31
   54368   52.44
   98246   15.36
   37370   99.85
   78485   56.16
   79808   70.73
   40695   73.65
   28565    22.3
    3063   88.81
   78368   75.27
   65648   91.83
   59661   62.04
   18905    87.4
   39334   55.61
    7561   78.86
    5846   56.26
    1025   76.79
   13327   42.05
   18073   81.91
   53960   47.88
    7052   89.79
   26046   71.68
   99071   16.03
   24813    47.3
   25196    5.55
   28249   84.37
   81106    8.88
   88230   73.77
   85130   75.44
   37820   82.54
   47916   72.42
   11346   41.99
   87490   25.62
   60333    6.52
    8942   63.42
   47046   85.99
   77561   71.58
   92092   15.22
   97299   37.63
    4442   84.14
   70793   18.02
   64082   10.37
   19887    0.04
   59824   67.92
   94063   50.79
   43591   91.23
   92464   67.76
   28641   39.44
   81242   42.93
     119   47.38
    8824   83.77
   50929   48.14
   61290   26.13
   40950   23.79
    3168   91.05
   66271   37.04
   32094   99.54
   36163   27.71
   16624   12.34
   10573    1.53
   17949   13.86
   80909   33.24
   92877   50.46
   16672   67.87
   24737   31.83
   80696   25.29
   13348   59.67
   24120   80.56
   39371   21.33
   63905   21.87
   43101    24.9
   66369   74.19
   63881   56.68
   77656   56.61
   20856    27.9
   44630   17.17
   95340   34.06
   82708   38.72
   54423   19.04
   73368   41.79
   44155   28.12
   16044   27.36
   23347    4.81
   91811   47.18
   85110    3.25
   21837    0.04
   70739    66.5
   40290   12.29
   65468    5.64
   74597   77.65
   54923   57.53
   89163    2.12
  100000   31.21
   29044   32.21
   83826   11.72
   54284   97.86
   69486   88.34
   21366   35.53
   71128   44.77
   58688   67.83
   25414   85.33
   91519   27.76
   17937   77.01
   93419   88.06
   67358   93.81
   10837   48.75
   73615   36.99
   69580    67.8
   43661   81.27
   13079   75.15
   94072   50.76
   95367   42.66
   52557   71.65
   95978   64.76
   21259   51.48
   88905   39.59
   46960    8.94
    5079   12.78
   96977   81.21
   12427   85.29
   90887   58.75
   31294   78.52
    1508    7.65
    5155   25.48
   88864   78.02
   92981   91.25
   43445     0.5
   71475   40.76
   23440   35.37
   46463    4.36
   30969   23.12
    7811   86.13
   87105   28.24
   82056    6.44
   67618   14.82
   34752   73.98
   10955   28.91
   83907   84.58
   19216   19.23
   51231   37.66
   71885   13.61
    1824   76.54
   17734   64.71
   44184   79.51
   91010   72.68
   27481   86.72
   85328   50.71
   66248   37.14
   44047   27.23
   86451   73.24
   74921   28.16
   50897   85.53
   61520   49.97
   30338   88.14
   85980   83.32
   33839   84.16
   32963   44.76
   22319   62.44
   18947   14.24
   85350   26.54
   14810   88.33
   68253   92.27
   28121    51.4
     491    6.59
   21829   84.63
   78738   83.57
   98673   79.76
   37562    58.4
   84418   23.09
   60859    5.27
   76502   58.55
   17455   45.88
   66208    78.6
   66160   37.49
    4240   64.49
   14052   64.42
   53193      50
    9641   95.29
   31549      98
   68367   53.97
   30602   49.27
    6014   20.03
   35819   54.54
   42253   33.79
   48581    7.75
   66330   65.95
   91045   11.05
   97557   34.86
   95342   62.75
   54744   68.83
   23437   69.34
   92027   88.94
   53046   59.84
   50831   38.63
   25941   93.29
   80817   82.48
   67379   76.26
    1004   94.13
   30250   67.38
   49486   15.49
   87633    7.79
   63693   92.67
   10702   66.55
   69001   76.65
   32682   19.41
   23513   59.04
   94678   68.32
   10617     5.5
   22554   90.03
   24450   25.88
    2741   46.93
   51574   14.85
   37338   41.21
   14005   63.41
   25890    9.95
   22238   75.79
   62085   62.37
    8523    17.8
   10867    6.39
    2124    99.3
   20933   77.51
   72773    82.8
   47138   43.13
   28402   49.91
   74752    0.67
   45708   42.38
   20659    86.1
   21058    1.96
   49604   14.23
   68751   26.04
   16896   66.67
   94722    14.4
     532    88.7
   94786   57.56
   32561   86.46
   16062    12.5
   60345   27.54
    8622   15.59
    3081   84.58
    3367   32.93
    3318   17.97
   29328   61.75
   12774   27.86
   24895   20.59
   89913   66.62
   76584   98.62
   98823   45.22
   80296   56.16
   16094    85.8
   40057   93.08
   79453   41.62
    9423   53.89
   89155    6.13
   80880   87.13
    6289   86.65
   12853   44.19
   32006    9.83
   63040   30.03
   86562      87
   64582   42.79
   58782    43.5
   75224   22.26
   37419   46.19
   41765   27.63
   50141   56.91
   98794   47.61
   21425   98.45
   25760    6.53
   94810    33.7
   98157    78.2
   72647    4.29
   14085    7.72
   69921   40.02
   29059   14.05
    2907   29.85
   50841   65.95
   34257   75.12
   81270    0.67
   10696   20.91
   68628   40.24
   45561   91.52
    6092   97.57
   38426   96.45
   19181   76.21
   85906   43.87
   36717   57.19
   85108   53.07
   33784    10.6
    2775   25.21
   37512   78.14
   62667   43.05
   47547   25.78
   89118   83.25
    4674   84.35
   96729   36.49
   84429   36.23
   97746   95.21
   42810    48.7
   44274    9.16
   40691   50.38
   66866   87.14
   59137    16.4
   83362   81.07
   55010   39.08
   65191   43.76
   68078   12.51
   99025   19.45
   40984   94.18
     321   51.53
   49827   17.93
   98159   25.81
   27467    6.28
   46402   96.05
   45887    84.8
   60653   73.31
   65937    0.24
   38917   16.21
   28742   11.44
   46812   33.79
   35562   57.59
   26679   14.63
   20865    48.2
   79954   48.13
     822   93.42
   96885   68.08
   15480   17.82
   53527    49.6
   44672   85.27
    6460   12.99
   75340   41.75
   49659   86.11
   79910   86.59
   87455    9.56
   56149   10.84
   48334   58.51
   57893   18.62
   56172   48.49
   93320    9.18
   91445   47.96
   71649   51.16
   18315   76.08
   61261   38.19
   64197   95.85
   82834   11.96
   23585   32.71
   25581    5.08
   51119   75.07
   75482   63.03
   51320    9.97
   12484   34.94
   73834   68.15
   46958   71.23
    7256    52.1
   46065   56.05
   57579   51.52
    8148   76.47
   29552   74.43
   10133   38.87
    6595   56.71
   37204   34.32
   22746     3.4
   36586   61.73
   29822   18.76
    9621   11.87
   21390   71.93
   70905   69.22
    1230    2.69
   46870   31.28
   66047   74.98
   76574   77.78
   98212   11.82
   81882   35.82
   19773   37.78
   73486   20.98
   17851   45.37
   48257   93.79
   43851   61.74
   38726   87.36
   73727   25.11
    3120   83.47
   12507   74.42
   34044   60.03
    2851   17.44
    7399   82.75
   85856   37.27
   94859   19.84
   92998   69.82
   14454   45.55
    4948   52.69
    4682   13.47
   31764   63.16
   51964   45.18
    1579    7.86
   37036   94.37
   79993    1.67
   24542   60.76
   84363   75.87
   23519   23.66
   38844    31.6
   14191   11.27
   26175    64.4
   83425   96.86
    7774   18.72
   51293   96.71
   22025    79.4
    3484   97.96
   68996   71.77
   37923    46.5
   61252   84.27
   61860   23.89
   18635   79.22
   30055   93.01
   69956   30.41
   39820   71.38
   68527   17.64
   26246   56.93
   47171   82.65
   96449   32.18
   49083   33.73
   24913   63.07
   24002   68.25
   55697   65.08
   23972   63.98
   87992   54.07
   81669   43.23
   28534   59.26
   66583   35.11
   91750    75.8
   25829   60.66
   41581   80.87
   16808   71.31
   47026   71.26
    3223    24.2
   99497   69.58
   76492   94.54
   32679   55.48
   42670    5.12
   63248   37.31
      40   50.95
    5485   54.78
   99597   73.02
   11837   24.89
   45624   60.63
   35357   96.97
   72884   75.69
   27152   93.91
    8918     9.8
   57282   22.41
   28443   74.79
   15733   68.01
   53377   15.55
   99979    7.39
   43878   32.76
   98374     2.9
   18893   42.51
   35896   27.09
   78565   79.83
    7303   59.03
   70388   84.35
   22630   67.27
   19179   88.25
   45552   27.94
   89935   67.35
   33628   46.53
   11691   69.81
   63984   95.59
   10645   49.84
   28665   69.06
    1995   71.71
   50192   71.44
   66839   23.81
   14118   42.37
    8244   33.65
   55627   13.06
   90258   71.41
   22610   77.88
   52377   73.74
   59862   94.64
   55265   26.26
   93981   87.42
   68369   71.08
   69199   40.05
   26277   13.04
   49700   27.32
   46257   56.06
   25668   58.41
    9025   17.66
   49458   59.91
   28692    7.26
   77979   61.32
   78395   82.82
   29268   59.46
   84213   95.37
   69814   33.43
   42010   30.29
   64387    3.35
   35739   63.31
   22998   36.96
   69231    68.8
   49185   97.93
   69207   58.97
   71331   91.62
   59777   80.64
   51217   18.68
   69393   49.93
   20038    1.69
   37634   88.46
   67070   71.25
    6367   96.83
   34598   96.25
   75265   73.51
   17820    61.2
   56924   26.22
   17655   64.08
   68607      59
   69280   40.18
   88402   80.15
   66964   40.63
   97189   12.68
   22762   77.81
   59327   44.64
   82299   98.73
   84081   48.54
   87569   26.57
   79095   13.25
   86018    1.07
   11196   99.76
   72747    9.15
    6872   45.36
   86634    0.27
   29500   74.96
   54582    8.07
   21522    5.63
   49031   75.94
   58045    6.29
   14391   71.39
   49279   71.58
   29347    62.7
   74525   84.69
   51282   41.36
   32546    0.09
   19592    96.1
   32482   66.21
   37329   99.36
   68422   41.17
   51303   23.61
   77248   73.41
   69941   25.47
   10974    1.79
   74342   15.15
   92234   91.53
    4818   64.36
   98747   73.61
   73032   22.95
   16600    8.89
   54557   48.72
   10411   71.91
   96871    7.53
   83437   13.27
   51330   70.92
   29129   45.02
   49067   17.58
   72235   62.41
    4400   21.11
   17001   90.79
   98726   13.06
    5894   40.54
   48653   96.92
   44770   89.53
   44882   34.37
   35688   11.35
   77151   27.46
     594   33.29
   14273   37.12
   55582   20.88
   89997    4.62
   79163    0.87
   35275   46.93
   43510   27.94
   70129    8.29
   47229   51.19
   53411   37.05
   85831    49.4
   23266    7.72
   93523   29.24
    6032   39.62
   78810    30.1
   32602    24.8
   86613     6.2
   84967   95.01
   10730   45.25
   30079   92.88
   60218    51.7
   13831   82.92
   18429   80.92
   96762   82.02
   95231    0.66
   90876   21.18
   79722   36.39
   63439   44.81
   82236   11.71
   41975   69.82
   81494   37.59
   30315    28.5
   31856    6.77
   13020   10.61
   66502   32.28
   47486   83.86
   63581   90.77
   59621   70.81
   86502   61.31
   27453      54
   97255   48.42
   51071   68.66
   72115   16.48
   95879    15.4
   63292   24.75
   25204   63.45
   60749   12.34
   16798   86.37
   51662   73.58
   94748   67.59
   49501   46.63
   50175   76.51
   57411     9.4
   43363    92.2
   17387   77.43
   26210   71.85
   34692   15.06
   71496   55.84
   84492    28.7
   24366   63.53
   48085   27.34
   53375   62.56
   10854   70.76
   68970   41.02
   63232    87.7
   93319   45.73
   45740    40.3
   52129   16.54
   27516   76.82
   53201   81.58
   65068   79.19
   92440   21.92
   60629    60.5
   14313   52.32
   98655   94.44
   15907   76.34
   10815   15.46
   97162   85.52
   27740   57.73
   36902   80.39
   17409   39.49
   81049   73.56
    5002   72.03
   39603   82.89
   65531   87.36
   88429   61.72
   83179    1.87
   97758   82.06
    8724    0.17
   79411    69.8
    6711   59.97
   45748   55.37
   21638   31.83
   61854   65.18
   42451   19.52
   99132   32.26
   14438   36.15
   56665   85.47
   57277   55.68
   15678   71.23
   27728   59.31
    4143   55.41
   48745    1.86
   90274   56.81
   26603   40.51
   59700   76.33
   11741     5.4
   76795   48.14
     397    53.5
   15281    79.2
    2386   25.82
   60694    65.6
   37469   27.13
   81227    79.4
   11633    57.4
   53685   77.51
   71171   71.07
   61040   21.37
   95843   92.65
   60967   34.61
   84807    1.52
   95395   21.86
   38610   97.12
   15811   74.39
   61787   58.47
   83873   94.99
   49438   74.53
   43343   81.37
    5399   78.38
   92955   88.87
   21240   73.48
   63468   98.15
   82919   61.94
   31828   65.27
   66645   67.81
   64385   46.58
   87666    8.69
   13793   23.89
   12892   65.94
   94730   19.51
   84539   17.81
   31075   91.45
   95108   76.34
   74878   95.14
   89771   24.75
   59507   53.09
   44424   54.36
   99983   43.93
   32530   95.35
   89796    0.29
   66591   84.35
   32634   11.83
   33878   64.51
   87261    86.5
   81732   76.95
   37927   30.37
   98834   57.05
   91926   94.64
   89637    1.06
   92680   90.65
   72120   73.12
   59504   99.81
   64579     2.1
   34653   23.83
   57753   92.97
   44602   75.55
   32209   85.79
   66693    89.1
   34757   18.92
   61379    7.93
   48216    45.2
   15877    0.09
   94601   85.85
   61959   71.99
   35893   47.51
   33826    9.19
   63638   18.67
   50308    3.12
   45587   58.48
   31491   36.32
   96277   46.23
   11852   22.89
   80986   64.22
   11576   94.65
   50409   64.47
   63559   93.21
   48255   15.93
   83698   53.19
   68441   11.87
    1500   44.49
   71057    36.3
   78326   25.93
   17103   92.09
   59313   76.68
   76334   66.78
   66448   48.81
   34804   11.72
   48466   13.98
   33330   37.82
    7267   43.83
   44591   54.54
   55216   21.64
    4927   43.03
   30928    3.22
   99460   29.89
   63425   63.98
   69059   80.21
   82858   52.66
   98270   88.85
   40724   78.86
   53899   89.18
   99263   98.44
   77733   68.33
    1841   66.51
   67737   35.43
   20602   46.58
   58920    7.54
   97446   80.78
   46381   27.65
   18675    58.7
   97274   63.39
   86489   67.51
   36594   15.62
   88337   60.66
   10180   71.04
   31062   49.06
   17582   99.67
   21682   44.87
   28164   50.27
   16438   99.31
   84099   11.08
   60226    24.9
   54696    49.6
   64109   15.39
   28155   44.08
   68173   53.59
   61289   30.97
   88190   83.56
   70758   68.53
   12994   63.86
   85914   19.57
   35520   41.45
   52010   17.65
   73515   10.23
   64597   21.02
    7595   31.75
   61362   61.09
    7381   28.33
   85913   62.93
   15184   64.32
   14487    8.07
   18722   43.73
   84153   78.25
   37076   13.59
    4955   15.02
   10152    5.97
   80034    5.44
    6216   40.05
   32668    8.65
   60708   81.45
   49785   72.48
   48138    2.18
   30376   53.86
   59429   35.26
    6098    4.56
   23613   41.09
   90233    2.29
   91831    4.67
   85540   34.55
   12569    21.9
   31536   63.08
   18361   83.27
   51155   34.42
   63316   94.81
   56667   97.13
   59271    4.38
    2279   82.14
   81560   65.13
   47563   83.09
   23646   28.52
   62792   83.53
   70846   37.85
   38946    0.15
   56982   39.59
   89792   61.21
   62228   88.04
   15020    85.4
   40246   48.44
   94873   89.73
   12820   20.58
   52000   55.64
    4270   54.88
   58711   14.92
   60857   39.18
   76161   58.23
   87974   69.28
   90418   40.66
   10628   36.01
   31470   96.63
   75583   46.77
   92138   30.62
   33530    70.2
   41251   62.81
   40935   81.12
   99820   23.95
   78682   31.74
   67644    9.86
   36271   32.31
   88111   87.63
   54419    73.6
   14602   49.71
   90732    99.1
   39900    59.4
   75698   32.16
   35996   16.86
   47641   13.95
   52664       3
   76520     5.5
   29977    36.1
   74224   71.71
   45087   26.85
   67027    0.92
   21199   36.04
   99066   84.81
   67078   75.17
   79201    93.6
   14908   87.81
   87400   26.94
   88949   19.35
   38764   89.58
   11613   95.34
   90183   33.26
    6439    0.24
   26193   84.92
   38544   50.79
   29642      36
   69595   88.29
   20048   49.08
   82883    98.5
   18444   67.58
   33988   60.84
   26853   92.33
   86041   54.23
   19288   65.11
   76272   10.99
   36795   13.31
   86648   29.23
   37073    36.1
   15866   36.07
   44402   35.16
   45891      48
   44222    4.04
    6375   73.11
   18227   15.98
   84356   12.42
   40174   14.81
   12545    45.4
   57366   48.01
   90690   79.59
   75590   82.68
   29376   92.67
   41000    91.3
   46605   47.86
   30950   35.75
    2203   29.36
    6179   94.03
   28711   74.87
   67918   86.35
   34645   45.07
   81811   34.73
   59615    8.54
   98228    0.96
   94689   31.32
   69454      21
    5303   73.91
   71428   60.39
   63483   13.22
   88793   15.31
   39172   44.33
    4990   60.79
   87167   49.42
   86987    48.1
   64761   36.81
   18874   44.25
   24550   95.38
   81819   59.43
   75537      42
   74592    85.3
   84788   43.38
   95070    87.9
   65279   81.66
   14437   24.52
   45539    20.5
   36005    1.01
   35750   97.72
   54333   47.36
   85220   15.05
   59730   55.53
   43333   84.46
   45715   39.59
   27178   97.22
   28952    2.88
   37745   90.97
   91962   13.22
   66974   46.62
   42598   26.01
   67600   45.62
   26344   39.28
   24554    85.7
   48520   40.43
   20378    6.18
   72721   79.18
   32686    5.84
   96932   78.94
   51646   16.46
   27473   37.83
   64333   15.69
   99225    5.08
   29702   48.53
   99563    92.5
   36988   77.84
   83062   54.09
   15479    3.74
   74206   57.03
   16008   43.13
   26245   23.95
   90965   83.75
   71628   10.81
    5161   66.83
   45758   42.05
   17192   13.43
   97948   58.75
   50576   19.16
   38732   44.75
   77141    2.03
   95216   85.55
   97221   27.94
   22389   49.19
   66438    13.1
   86827   76.39
   36450   12.29
   85858   69.68
   79733     9.7
   27163     5.6
   48414   15.65
   88754   29.91
   67555   65.34
   98603   99.36
    5609   56.77
    6746    11.1
   63986   96.22
   54690    7.14
   35631   48.35
    1133    15.7
    6571   19.74
   89006   36.56
   11300   58.39
   65608   35.12
   16764   86.06
   50924   67.13
   26113   15.72
   10806   70.07
   89399   99.46
   35818    4.31
   63883    7.08
   15650   72.48
   34841   62.78
   32036   78.97
    2561   81.55
   95218   51.49
   77084   69.89
   26337   37.18
   51137   35.02
   75843   14.12
   41317   10.21
   16796   77.89
   37930   33.55
   25043    18.5
   81079   99.02
   44556    62.1
   51514   55.86
   41418   70.67
   12269   44.93
   46880   67.37
   57009    14.3
    6991   56.62
   39666   56.41
   21787   63.85
   43025   86.59
   19696   16.52
   63989   43.47
    4821   26.66
   31757   14.63
   90351   33.13
   10689    26.7
   92561   53.45
   86341   17.88
   64200   83.04
   56335    2.08
   58126   79.47
   26639   83.69
    5703   88.79
   49388   47.16
   63015   58.47
   57686   87.59
    2186   17.82
   87132    4.22
   76227   69.72
    6671    16.6
   47609   89.33
   69494   83.27
   69485   15.36
    2475    52.6
   44900   29.12
   85412   56.26
   46689    8.96
   22740   54.95
   52836   31.27
   25056   93.48
   31391   22.55
   84740   58.83
   17275   58.76
   20409   31.15
    1772   32.09
   17556   73.22
   27264    35.4
   26154    8.68
   90075   41.68
   95642    37.7
   28592   34.14
    9449    92.5
   11869    2.86
   94330   34.78
   91464   80.93
   42215   24.77
    9727   31.93
   36273   51.01
   63534   55.72
   76427   21.44
   93785   84.65
   73881    0.42
   63626   15.88
   82875    3.43
   83510   71.67
   31900    1.03
   18790   61.29
   55791   65.88
   46139    56.9
   20727    5.34
   20424   14.33
    4604   91.75
   78447   30.41
   94819   45.67
   72557   27.55
   55950   59.05
   13803   79.91
   23237   43.18
   82879   10.93
   99834   74.43
   96708     6.4
   83689   50.95
   61139   49.04
   39166   37.74
   90032   26.48
   41463   71.29
   28554   53.29
   48291   15.09
    4418   19.91
   68686   85.17
   16584   46.23
   98580   87.86
   53228   86.06
   93113   68.06
   95607   36.35
   35498   22.77
   57905   70.93
   36912   40.26
   84824   61.71
   62500   60.11
   65493   96.25
   64231   16.86
   17879   83.22
   84650   45.22
   25756   59.74
   44617   78.98
   36224   52.27
   47104   40.41
   26248   45.46
   23059   93.93
   75575   73.51
    1651   40.11
   67890    5.87
   83101   86.91
   45450   11.12
    5686   31.99
   98870   47.03
   88048   80.01
   38379   75.07
   33277   40.74
   80752   88.56
   59381   39.64
   84160   65.51
   61028   24.04
   45677   15.76
   96031   95.16
   11629   12.11
   18418    3.36
   87371     4.2
   32375   83.97
   98631    6.92
   28844   77.82
   97118   28.93
     769   51.91
   21737   48.73
   35709   61.93
   36551   92.71
   11202   37.58
   24090   62.08
   64163   48.48
    1764   76.04
   63086   22.13
   74729   12.18
   19619   79.95
   62512    3.26
    1093    9.44
   97605    2.97
   48713   59.54
   96378    82.5
    9738   31.11
   48737   57.06
   75773   90.07
   39522    73.8
   54097   57.32
   78384   64.01
   47776   86.67
   35488   94.22
   82115   52.62
   96663   69.45
   19610   39.92
   99081    56.2
   12772    72.9
    9661   86.21
   23072   44.06
   99568   66.27
   40318   80.43
   73337   77.64
   12330   79.66
   48927    1.67
   84551   30.38
   76759   85.48
   96599   74.35
   93849   12.89
   65121    97.8
   25887   67.39
   94736   98.84
   75748   19.16
   16898   84.93
   71504    7.59
   54338   16.25
   69812   45.54
   57036    21.4
   38004   20.14
   79415     1.8
   59206   94.23
   33577   33.94
   41320   94.41
   75999   75.61
   14451    6.74
   34512   10.24
   90799   24.98
   16510   63.33
   81069    98.5
   83964   78.93
   54948   50.38
   66200    4.88
   81802   60.27
   78632   80.79
   82038   56.87
   86478   65.08
   30534    6.61
   72525   45.87
   28545   98.88
    6195   35.75
   79096   68.67
   37409   14.91
   74437   81.76
   65301   25.78
   54073   92.57
   82881    55.5
   76560   95.47
   73514   62.14
   96117    7.75
   25183   93.03
    4804   39.53
   67024   64.61
   63290   62.86
    2227   96.78
   88890   81.38
   73798   54.76
   98604    49.8
   20978   20.61
   11714   33.45
   57194    1.22
   86167    5.77
   77956   41.32
   88325   98.44
   59756    89.8
   16326   97.17
   30833   17.36
   39640   70.37
   59405    44.1
   76467    22.9
     140   12.95
   76063   42.43
   67708    6.59
   54487   69.81
     707   72.98
   78344   90.96
   29122   71.84
   22667   93.22
   57792   12.63
   51089   76.25
    3499   33.73
   11092    2.38
   23665   94.23
   60424   68.52
   27703   41.16
   18347   42.65
   70051   78.22
   69159   46.75
    8587     1.8
   47567   73.54
   45547   50.59
   35886   70.16
   90625   76.14
   22197   25.79
   97122    22.6
    1676   37.71
   80893   92.58
   70936   57.01
   88460   81.19
   99725   48.29
   49450   83.32
   71405   75.96
   47861   75.14
   91882   19.39
   52063   56.29
    9378   34.87
   64440    45.7
    6421   24.13
   82212   72.35
   45957   49.25
    4307    4.81
   97768    12.8
    2560    9.57
   19870   27.99
   15918    14.3
    2602   70.32
   61517   33.37
   30925   58.68
   44454   40.71
   42878   99.34
   92266   54.43
   21598    6.42
   51160   46.19
   40794   15.15
   46928   65.18
   66196   78.35
   50855     7.7
   11531   42.24
   13334   85.97
   47797   38.18
   16391   59.44
   47052   53.18
   17401   85.58
   96726   98.23
   41186   16.05
    8345   64.06
   37028    0.41
   14265   32.25
   36958   65.88
   53314   28.25
   61383   18.14
   53136   24.17
   96198   68.33
   50782   33.63
    6011   43.37
   78752   84.17
   33439   79.11
   39607   81.15
   80107    0.97
   72767   34.03
   53441   28.87
   86234   33.13
   58068   53.86
   48161   63.77
   11348   57.62
   14076   52.71
   97655   35.34
   14777    1.22
   27620   88.61
   23251   58.88
   66091   47.47
   10456   27.11
   52640   98.66
   39691   90.33
   85778   46.56
    5191   59.03
   46785   96.17
   36954   88.89
   21884   50.66
   82373   42.39
   79626   35.46
   40043   56.07
   30698   42.83
   57595    6.41
   70192   69.38
   33081   87.74
   83208   98.92
   72555    9.05
   26085   94.91
   80448   90.57
    1113   98.27
   40253   25.26
   75644    2.18
   34648   80.75
   99212   15.83
    3402     1.7
   96595   83.17
   37572    9.73
   88567   82.67
    5844   33.55
   67579   34.59
   88907   16.95
   46475    3.23
   65302    87.2
   41533   26.14
    4827   42.83
   88258   16.21
    6402   98.92
   16031   88.42
   55900   86.72
   57360   10.35
   45106   87.61
   78520   19.44
   55076   52.48
    9679   14.72
   29912   42.67
   78124   62.19
   60940   17.56
   16067   29.74
   49248   20.73
   64184     8.5
   63573   86.16
   24064   26.14
   91778   71.14
   94116   66.34
   22696   96.17
   32281    29.3
   60468   20.98
   28333     4.9
   46849   62.73
   63384   37.79
   23279    9.47
   40744    8.77
   34947   91.59
   54569    7.88
   94261    43.2
   98691   58.45
   95131   23.08
   29801   49.48
   82325   82.39
   66752   71.58
   59829   87.17
   75456    98.2
   46857   46.62
   10789   61.23
   29725   64.05
   59134   34.18
   68651   42.77
   75648    5.15
   74254   88.82
    4361    10.3
   98685   60.82
   91418      18
   60535   91.34
   22545    6.98
   48493   64.82
   75360   21.21
   85358   55.43
   17744   64.14
   45272   46.85
   41620   16.15
   27542   74.81
   65427   86.93
   21822   84.04
    2402    4.74
   79622   99.63
   35450    52.1
   95735   90.17
   13047   48.72
   47711   17.71
   48845   63.75
   70407   93.91
   63079    11.9
   58542    56.3
   36474   60.22
   39428   45.28
   86262   97.14
   63781   52.29
   48873   86.27
   98525    4.66
   18594     8.4
   22541   82.02
    3709   61.13
   26515    6.02
   60865   89.15
   89809   69.74
   54327   98.63
   16908     5.6
   77094   86.83
   57178   57.02
   15922   77.52
   82194   35.04
     494   75.89
   16033   10.29
    2108   23.72
   55070   64.53
   49495   96.73
